source_country,destination_country,corridor_volume_musd,fx_spread_bps,transfer_fee_percent,settlement_time_days,has_tax_treaty,tax_rate_percent,withholding_tax_amount_musd,compliance_regulatory_score,sovereign_geopolitical_score,volatility_index,market_infrastructure_score,tax_treaty_quality,currency_convertibility,capital_controls,payment_system_efficiency,network_depth,corridor_stability_score
Belgium,United States,10.97,117.98,10.22,3.5,0,12.15,1.3329,65.61,54.22,56.59,61.03,66.37,0.419,0.058,0.717,0.779,40.76
South Africa,Australia,93.98,75.39,11.85,1.6,1,7.43,6.9827,56.81,83.77,47.53,49.79,56.58,0.088,0.971,0.314,0.897,36.35
Colombia,Philippines,25867.05,280.05,8.84,7.63,0,22.86,5913.2076,47.71,72.62,31.47,60.35,63.56,0.732,0.017,0.147,0.847,59.03
Egypt,Kenya,98.29,232.33,2.14,21.91,0,11.71,11.5098,25.16,56.33,27.81,44.55,52.24,0.019,0.351,0.644,0.268,39.87
Nigeria,Switzerland,360.92,175.48,3.57,3.85,1,14.24,51.395,43.17,41.46,37.15,71.53,72.09,0.947,0.212,0.938,0.491,57.38
Saudi Arabia,Russia,52.14,280.18,3.97,3.16,0,7.19,3.7489,73.82,39.88,82.89,71.85,23.84,0.454,0.066,0.841,0.487,52.27
Indonesia,South Africa,64.77,107.07,9.52,24.79,1,16.15,10.4604,51.82,55.34,66.44,59.13,28.08,0.614,0.0,0.388,0.611,44.7
Canada,France,54829.74,258.63,2.41,17.32,0,29.68,16273.4668,38.9,57.16,55.56,40.85,56.3,0.578,0.982,0.516,0.404,56.5
Philippines,Poland,105.64,78.85,3.94,8.25,1,11.5,12.1486,40.22,65.17,26.51,57.69,64.34,0.8,0.35,0.406,0.986,43.56
Canada,United Kingdom,353.75,107.66,2.94,29.43,0,27.34,96.7152,75.33,82.03,49.37,56.61,66.01,0.835,0.626,0.089,0.662,43.24
Argentina,Canada,0.68,71.64,0.71,1.6,1,8.99,0.0611,57.23,53.82,27.92,36.87,47.87,0.015,0.826,0.721,0.276,25.49
India,France,0.45,247.18,3.12,23.62,0,21.51,0.0968,50.89,51.25,37.16,59.94,44.79,0.377,0.518,0.889,0.373,34.8
South Africa,Nigeria,242510.91,283.48,7.53,13.29,1,15.83,38389.4771,55.35,52.18,75.17,39.4,67.91,0.223,0.522,0.47,0.635,61.22
Germany,Singapore,43.55,126.37,7.48,3.55,0,29.45,12.8255,76.55,56.73,54.77,47.8,53.64,0.424,0.84,0.464,0.434,38.77
Portugal,United States,0.19,141.4,0.6,24.45,0,23.28,0.0442,67.49,67.61,53.78,53.71,31.21,0.404,0.338,0.368,0.84,28.47
Indonesia,Japan,0.37,140.67,10.56,6.3,0,5.08,0.0188,64.33,77.47,83.85,48.55,32.93,0.588,0.817,0.757,0.055,24.84
United Kingdom,Argentina,1545.89,176.72,1.01,20.85,0,9.71,150.1059,54.59,48.93,62.2,56.66,42.15,0.972,0.285,0.771,0.293,54.14
Thailand,Turkey,6.2,129.64,10.0,29.22,0,11.27,0.6987,47.64,50.16,44.87,29.98,63.75,0.083,0.713,0.449,0.063,27.68
Colombia,Australia,179.21,7.14,9.48,21.47,0,6.13,10.9856,87.59,38.15,63.34,36.06,86.52,0.313,0.191,0.238,0.09,41.83
Russia,France,8.95,251.45,4.28,9.0,0,9.58,0.8574,53.15,58.72,36.12,39.38,66.97,0.024,0.196,0.333,0.055,30.66
Italy,Brazil,197301.7,98.54,7.89,1.93,0,10.78,21269.1233,30.16,62.3,43.26,52.25,43.18,0.265,0.309,0.433,0.771,63.74
Nigeria,Malaysia,264015.78,173.37,8.09,5.89,1,4.38,11563.8912,53.42,64.8,43.99,66.45,63.81,0.918,0.086,0.429,0.954,69.76
Turkey,Belgium,7.19,144.25,0.51,18.3,0,8.96,0.6442,30.15,76.13,70.8,43.13,72.85,0.127,0.583,0.785,0.111,28.11
China,Netherlands,708354.73,224.26,1.85,23.08,0,5.66,40092.8777,38.33,68.78,23.32,50.21,60.53,0.45,0.122,0.095,0.141,65.33
Turkey,Egypt,418330.44,212.43,6.87,7.47,0,7.06,29534.1291,36.79,82.02,65.22,45.5,58.11,0.719,0.997,0.665,0.09,59.27
Poland,Brazil,0.35,196.91,3.62,11.58,0,7.42,0.026,34.39,56.56,72.56,44.25,71.12,0.878,0.142,0.159,0.433,27.26
Nigeria,Philippines,386.47,28.19,4.22,3.12,1,14.18,54.8014,77.82,54.43,32.98,40.56,47.44,0.078,0.344,0.183,0.35,42.59
Singapore,Saudi Arabia,12.37,84.24,6.54,6.96,1,27.03,3.3436,71.25,62.49,26.48,47.48,10.65,0.322,0.45,0.104,0.429,34.0
South Africa,Argentina,127.29,41.85,7.43,8.56,1,16.42,20.901,34.93,57.89,29.05,30.45,52.31,0.051,0.981,0.502,0.004,34.66
China,United Kingdom,1153.21,43.17,2.29,3.45,1,6.08,70.1152,45.09,51.69,52.33,57.43,72.66,0.087,0.015,0.798,0.844,53.05
Portugal,Belgium,5.41,237.7,8.36,22.18,1,4.93,0.2667,65.88,59.62,31.28,28.47,90.83,0.491,0.787,0.014,0.51,24.84
Indonesia,China,487382.47,19.75,4.05,28.38,0,8.51,41476.2482,59.8,68.44,22.56,71.65,38.46,0.779,0.11,0.921,0.721,72.89
Malaysia,United States,19225.41,48.07,7.31,12.78,1,7.47,1436.1381,83.34,71.4,38.49,78.76,67.08,0.657,0.184,0.673,0.923,65.78
Ethiopia,France,32619.52,94.1,8.12,19.65,0,29.62,9661.9018,49.84,47.89,54.25,63.75,53.89,0.933,0.18,0.321,0.962,66.01
Mexico,Vietnam,5.41,279.15,11.8,19.47,0,6.41,0.3468,27.96,69.12,39.27,46.02,44.13,0.709,0.115,0.118,0.205,29.96
Switzerland,Ireland,0.69,70.79,2.77,13.52,1,23.87,0.1647,29.21,57.17,40.69,51.24,38.76,0.384,0.773,0.514,0.625,30.58
Ethiopia,Portugal,3779.91,102.45,4.04,29.73,0,26.81,1013.3939,62.48,61.76,64.95,48.89,35.22,0.284,0.273,0.416,0.326,51.05
Poland,Nigeria,2.08,291.59,10.76,2.57,1,16.89,0.3513,33.74,58.81,39.12,43.47,32.57,0.946,0.278,0.105,0.624,28.88
Italy,China,64205.5,12.52,4.71,6.45,1,10.08,6471.9144,57.97,58.01,47.9,44.48,29.44,0.246,0.919,0.517,0.514,58.24
Ireland,Thailand,896998.69,212.99,8.13,5.28,0,6.0,53819.9214,53.98,51.36,56.34,46.7,66.56,0.085,0.741,0.419,0.883,68.09
Argentina,Portugal,104140.35,96.76,3.31,14.05,0,26.75,27857.5436,72.77,40.63,68.81,47.21,36.57,0.44,0.665,0.854,0.615,64.21
Russia,United States,7062.97,178.3,0.45,9.11,1,16.3,1151.2641,48.63,64.05,78.78,54.69,61.95,0.794,0.976,0.743,0.486,54.73
Switzerland,Brazil,0.13,253.74,1.42,29.31,1,15.08,0.0196,48.32,30.66,46.15,30.6,45.87,0.327,0.676,0.139,0.146,26.46
Vietnam,China,2.78,272.8,7.82,10.74,1,16.53,0.4595,68.08,56.7,38.82,61.59,11.01,0.26,0.137,0.988,0.842,37.15
Singapore,United Arab Emirates,0.23,100.67,11.03,6.68,1,15.64,0.036,44.51,60.91,42.6,55.4,37.66,0.295,0.507,0.556,0.461,30.58
Portugal,Russia,631.66,280.31,2.99,11.36,0,8.75,55.2702,71.6,48.51,50.23,46.12,35.43,0.133,0.096,0.003,0.512,47.42
Spain,Ethiopia,6.92,244.68,8.14,26.93,1,7.22,0.4996,76.04,42.82,57.85,46.48,25.1,0.342,0.366,0.711,0.151,36.02
Canada,Ethiopia,0.72,45.22,2.89,29.26,1,5.27,0.0379,64.14,74.55,14.45,61.89,56.07,0.178,0.231,0.988,0.662,31.42
Malaysia,France,47603.75,188.66,5.53,22.31,0,12.92,6150.4045,70.42,84.85,51.17,67.29,58.93,0.631,0.126,0.093,0.92,61.13
Turkey,Germany,0.19,16.84,10.45,0.93,1,4.99,0.0095,40.8,67.52,27.48,59.68,67.79,0.597,0.211,0.529,0.826,30.87
India,China,24.2,68.27,3.83,15.86,0,29.93,7.2431,62.78,46.9,40.94,47.13,58.41,0.256,0.236,0.236,0.454,38.81
Germany,Philippines,0.17,155.24,8.21,13.96,0,8.62,0.0147,58.19,66.6,30.24,48.99,55.09,0.665,0.778,0.7,0.177,26.73
France,Russia,0.85,216.78,5.86,6.58,0,27.59,0.2345,34.43,55.47,59.16,58.17,38.4,0.921,0.896,0.839,0.01,33.96
Nigeria,United Arab Emirates,404273.82,288.95,5.64,0.79,0,18.98,76731.171,46.57,56.63,50.93,72.01,16.98,0.933,0.517,0.883,0.723,74.86
Portugal,Switzerland,531.55,282.1,4.21,10.9,1,10.16,54.0055,42.49,60.89,67.26,50.79,38.06,0.926,0.675,0.123,0.901,46.31
Malaysia,France,9251.84,258.43,7.19,13.57,0,6.74,623.574,47.6,26.87,24.3,56.66,59.03,0.687,0.521,0.972,0.96,63.73
Ireland,Belgium,2105.93,74.09,11.97,21.04,0,5.99,126.1452,85.52,59.39,64.87,41.3,47.15,0.53,0.697,0.06,0.93,46.8
Kenya,Ethiopia,3.55,208.79,3.66,19.76,0,25.73,0.9134,24.51,36.64,36.0,58.27,34.09,0.729,0.389,0.916,0.298,40.37
Saudi Arabia,Portugal,1.69,40.26,7.51,7.81,1,12.53,0.2118,51.21,60.71,67.17,48.46,55.67,0.887,0.84,0.925,0.285,30.11
Belgium,Nigeria,12327.52,20.87,2.08,29.56,1,11.85,1460.8111,80.02,65.89,33.12,48.44,51.54,0.031,0.632,0.344,0.955,53.47
Brazil,Nigeria,16889.98,130.45,11.39,26.04,0,24.68,4168.4471,59.21,36.43,73.15,68.43,52.22,0.854,0.053,0.443,0.614,68.27
Kenya,Ireland,387.43,29.58,11.19,15.23,0,24.31,94.1842,29.46,64.68,49.58,64.86,62.15,0.104,0.006,0.815,0.759,50.27
Philippines,China,0.86,38.82,7.82,13.68,0,14.95,0.1286,55.18,39.55,64.78,64.82,46.64,0.641,0.1,0.767,0.89,39.81
Thailand,Ethiopia,56222.69,139.73,1.41,10.08,1,13.07,7348.3056,66.81,46.39,38.54,50.33,40.14,0.957,0.805,0.071,0.494,62.52
Ethiopia,Ireland,1.4,125.0,3.13,21.96,0,7.2,0.1008,21.1,78.88,52.36,56.58,19.22,0.053,0.09,0.467,0.7,29.39
Kenya,Mexico,0.47,178.47,9.77,26.58,0,6.41,0.0301,47.02,48.38,58.67,45.73,42.27,0.18,0.517,0.288,0.33,29.73
Colombia,United Arab Emirates,427850.56,118.92,10.56,18.88,1,12.73,54465.3763,56.48,49.55,37.14,52.75,30.24,0.648,0.976,0.974,0.755,68.73
Argentina,Indonesia,131498.27,18.81,2.23,26.81,0,28.86,37950.4007,62.26,28.13,51.48,62.5,55.39,0.692,0.659,0.296,0.685,73.5
Colombia,United Arab Emirates,7.04,139.43,1.17,7.03,1,6.28,0.4421,60.14,47.37,37.72,56.72,56.12,0.682,0.172,0.552,0.626,39.25
South Africa,India,1850.69,49.02,11.44,3.63,0,5.52,102.1581,59.55,54.55,31.47,59.67,39.92,0.268,0.899,0.934,0.667,54.74
Saudi Arabia,Poland,365862.16,54.19,8.11,6.44,0,17.55,64208.8091,70.3,46.92,25.94,56.53,36.26,0.937,0.907,0.716,0.681,70.32
Malaysia,Switzerland,6.33,43.71,5.84,21.43,1,13.99,0.8856,86.39,49.0,39.14,55.56,64.88,0.492,0.515,0.438,0.269,38.19
United Arab Emirates,Philippines,4085.11,250.07,9.43,7.4,1,21.8,890.554,66.67,76.2,63.32,47.17,48.67,0.84,0.226,0.59,0.037,47.7
Netherlands,United Arab Emirates,19.3,180.27,3.62,24.95,1,17.86,3.447,69.82,60.36,47.09,48.86,65.97,0.798,0.353,0.116,0.45,36.19
Japan,United Arab Emirates,0.36,256.07,8.38,28.28,0,13.03,0.0469,54.35,47.37,59.94,53.68,41.91,0.605,0.605,0.124,0.399,32.89
Portugal,United Arab Emirates,4.42,243.98,11.73,29.52,0,21.91,0.9684,54.46,42.09,39.87,58.65,41.37,0.993,0.196,0.856,0.01,39.94
Canada,Turkey,122.22,69.91,1.98,21.34,1,3.43,4.1921,65.22,74.78,68.85,50.88,64.75,0.462,0.138,0.039,0.59,39.33
Poland,Philippines,2.98,175.5,7.62,12.59,0,15.72,0.4685,42.14,22.84,38.6,59.07,20.61,0.039,0.649,0.819,0.273,43.06
Poland,Malaysia,0.37,36.21,3.3,4.99,0,27.2,0.1006,68.71,46.56,29.54,44.05,58.66,0.475,0.976,0.115,0.344,29.22
Japan,Turkey,0.3,40.57,3.34,8.62,1,21.54,0.0646,51.98,38.23,53.61,50.64,58.19,0.353,0.702,0.44,0.897,33.37
Poland,Egypt,6.56,195.79,11.46,23.44,1,21.37,1.4019,49.46,42.95,31.36,33.51,53.44,0.002,0.92,0.482,0.703,30.67
Australia,Belgium,66432.81,51.16,5.02,14.3,1,17.85,11858.2566,59.14,38.28,54.17,62.44,48.7,0.258,0.291,0.769,0.912,69.47
Ethiopia,Brazil,10.74,240.13,9.83,21.87,1,3.73,0.4006,43.35,56.44,41.51,47.76,80.76,0.429,0.974,0.131,0.977,34.95
Nigeria,United States,648.99,157.75,9.3,16.91,0,29.57,191.9063,22.6,61.74,29.56,44.03,42.61,0.96,0.389,0.2,0.317,44.02
Portugal,Netherlands,10.82,148.75,2.36,16.23,1,26.95,2.916,67.57,29.68,34.27,41.32,49.72,0.292,0.914,0.513,0.026,37.74
Saudi Arabia,United Arab Emirates,2019.41,68.73,11.91,10.51,0,27.16,548.4718,66.57,43.88,73.46,52.45,54.32,0.557,0.813,0.992,0.749,54.24
Spain,France,221937.18,82.4,4.6,12.09,1,8.54,18953.4352,58.08,54.43,43.11,54.3,35.12,0.608,0.474,0.659,0.321,66.48
Turkey,Australia,4311.47,266.41,2.38,14.25,1,10.5,452.7044,85.52,45.3,49.97,57.59,18.4,0.44,0.238,0.96,0.319,58.21
India,Philippines,96.27,124.28,5.9,27.66,0,19.46,18.7341,43.11,50.6,27.42,50.39,33.72,0.634,0.77,0.913,0.611,43.29
Italy,Belgium,9.23,93.72,11.77,8.14,0,18.44,1.702,57.52,37.98,71.51,55.41,74.94,0.992,0.635,0.35,0.253,41.3
Russia,Egypt,22.96,210.91,5.95,18.19,0,15.55,3.5703,63.49,51.86,60.45,46.63,42.19,0.397,0.766,0.486,0.997,37.48
Kenya,Poland,340365.24,252.54,5.23,12.58,0,13.25,45098.3943,52.15,54.34,34.46,37.64,72.82,0.509,0.323,0.023,0.04,61.07
Spain,Ireland,11256.41,202.6,3.88,23.74,1,24.6,2769.0769,35.94,53.64,29.8,51.59,13.94,0.084,0.642,0.756,0.564,56.92
Indonesia,Singapore,142.61,243.29,1.96,1.35,1,9.58,13.662,57.74,68.9,59.59,48.54,30.68,0.239,0.335,0.802,0.227,40.02
Japan,Malaysia,90485.35,155.81,11.19,20.57,0,28.52,25806.4218,56.75,56.14,20.77,36.18,58.99,0.082,0.039,0.09,0.561,56.29
Philippines,Russia,14.42,189.36,8.51,26.78,1,4.42,0.6374,51.83,54.23,41.63,47.62,67.31,0.813,0.574,0.585,0.892,36.12
Colombia,Philippines,16488.27,272.87,4.64,8.66,0,5.62,926.6408,58.59,63.99,17.52,45.25,44.7,0.991,0.91,0.548,0.856,53.42
Nigeria,Egypt,0.64,99.06,8.25,8.18,1,6.14,0.0393,27.74,45.19,45.08,57.97,48.8,0.385,0.685,0.674,0.878,35.58
Belgium,Philippines,0.17,244.61,3.62,18.73,1,12.46,0.0212,86.81,51.84,50.77,52.67,38.47,0.348,0.322,0.084,0.572,31.15
Ethiopia,United Arab Emirates,22.76,289.11,10.35,29.12,1,13.0,2.9588,45.52,37.16,39.32,43.84,32.42,0.837,0.635,0.918,0.804,39.28
Poland,Ethiopia,1824.99,109.33,1.15,26.94,1,9.31,169.9066,45.52,41.21,35.82,40.38,62.27,0.266,0.806,0.215,0.732,49.65
Vietnam,United Kingdom,181.71,7.72,4.68,20.39,1,10.24,18.6071,91.39,65.25,45.87,49.48,23.88,0.364,0.139,0.698,0.687,41.82
Turkey,China,34.17,67.92,2.06,25.28,1,9.67,3.3042,66.66,58.48,35.35,37.85,69.88,0.74,0.895,0.257,0.483,33.75
Turkey,Belgium,0.25,182.66,4.06,8.85,0,22.38,0.0559,32.55,51.47,29.39,62.56,43.06,0.584,0.053,0.664,0.839,35.38
Belgium,Kenya,138047.72,124.23,3.64,15.8,1,18.18,25097.0755,50.7,48.89,61.54,38.34,46.03,0.581,0.494,0.13,0.408,59.82
Singapore,Brazil,21939.58,56.06,5.21,1.74,1,16.22,3558.5999,37.73,55.21,51.05,50.19,63.97,0.623,0.12,0.965,0.375,57.98
Ethiopia,Spain,2986.4,65.2,8.83,6.0,1,16.12,481.4077,62.23,56.0,53.62,65.53,65.12,0.924,0.629,0.345,0.637,58.18
United States,Turkey,9708.94,227.19,11.14,29.98,0,21.73,2109.7527,65.94,71.55,20.6,44.81,57.09,0.313,0.317,0.364,0.097,50.2
Poland,Australia,864.61,123.42,9.11,26.19,0,18.87,163.1519,32.33,75.63,67.45,41.85,61.51,0.642,0.356,0.049,0.639,41.2
Philippines,Kenya,83.6,8.1,3.33,10.01,0,26.91,22.4968,78.91,62.49,50.25,57.82,64.28,0.706,0.032,0.452,0.623,43.48
Turkey,United Kingdom,44501.8,64.83,3.73,18.39,0,22.82,10155.3108,73.9,55.33,48.15,42.0,46.4,0.813,0.79,0.016,0.067,56.72
Nigeria,Malaysia,0.14,99.24,11.08,10.85,0,7.67,0.0107,52.4,58.23,38.49,49.06,44.94,0.021,0.342,0.885,0.11,28.36
Singapore,Saudi Arabia,2.2,166.76,1.51,2.64,1,15.71,0.3456,60.56,75.33,50.08,47.71,57.19,0.666,0.518,0.72,0.979,27.39
Ireland,United Arab Emirates,92.24,132.96,5.92,10.07,1,16.76,15.4594,67.48,63.11,39.84,55.15,36.64,0.834,0.851,0.295,0.834,42.57
Belgium,Russia,1.48,136.09,8.78,10.38,1,9.71,0.1437,70.28,71.25,63.57,42.03,44.92,0.65,0.94,0.781,0.337,25.19
Argentina,Russia,3608.39,193.71,0.29,6.9,1,5.87,211.8125,74.63,69.62,27.67,47.42,57.89,0.627,0.16,0.15,0.662,48.76
United Arab Emirates,South Africa,3.83,249.12,5.85,6.32,1,19.72,0.7553,65.19,37.37,48.92,52.22,46.19,0.189,0.871,0.606,0.48,37.97
Australia,Egypt,9293.6,269.37,3.67,9.46,1,7.91,735.1238,51.36,47.7,49.97,35.44,44.03,0.398,0.419,0.035,0.082,51.09
Thailand,Portugal,1.61,183.65,5.68,0.17,1,7.58,0.122,49.57,73.2,49.05,35.55,42.07,0.181,0.997,0.597,0.018,22.36
Canada,South Africa,393.1,81.91,4.52,4.93,0,21.67,85.1848,48.39,68.84,65.93,49.83,44.42,0.036,0.568,0.433,0.168,43.47
Nigeria,Egypt,26057.61,93.07,1.35,11.46,1,16.66,4341.1978,44.9,53.46,32.47,58.53,51.41,0.652,0.16,0.702,0.688,62.16
Russia,Argentina,466.88,133.87,6.4,13.51,0,6.58,30.7207,34.03,40.87,50.84,39.5,38.97,0.715,0.467,0.673,0.268,45.43
Saudi Arabia,Germany,1105.74,176.97,10.3,17.57,1,14.37,158.8948,59.23,58.32,20.92,53.38,57.2,0.358,0.985,0.802,0.566,49.98
Colombia,United States,826.26,19.59,2.98,13.59,1,6.39,52.798,31.38,56.4,37.26,66.69,39.74,0.627,0.26,0.901,0.4,54.85
Spain,United Arab Emirates,383.63,7.32,5.33,13.27,0,21.9,84.015,55.99,26.65,57.07,57.95,32.39,0.528,0.222,0.911,0.398,55.08
Vietnam,Netherlands,578419.62,285.58,8.39,8.47,0,10.95,63336.9484,46.2,50.16,20.04,61.49,41.89,0.964,0.21,0.884,0.474,72.98
Mexico,China,72766.27,154.54,6.07,11.21,1,21.83,15884.8767,46.65,40.54,67.96,47.89,60.39,0.352,0.722,0.761,0.455,63.46
Spain,Egypt,13589.48,95.54,5.52,10.08,0,6.03,819.4456,83.44,43.39,64.6,68.84,73.83,0.112,0.371,0.867,0.84,66.41
Poland,South Africa,139.94,159.72,8.16,13.56,1,15.28,21.3828,56.16,67.57,31.17,41.75,37.65,0.39,0.69,0.667,0.113,37.51
Singapore,Brazil,2.99,22.14,3.55,22.66,0,17.3,0.5173,77.98,49.27,42.82,63.84,34.18,0.757,0.174,0.932,0.218,39.69
Malaysia,India,0.37,182.1,7.16,20.4,0,27.2,0.1006,18.75,71.11,50.98,41.7,63.48,0.473,0.297,0.155,0.134,23.37
Mexico,Switzerland,2303.84,166.08,1.94,12.98,0,18.72,431.2788,58.6,37.17,83.23,46.68,35.98,0.405,0.299,0.289,0.365,53.66
Italy,Poland,0.57,37.81,1.08,11.94,1,5.88,0.0335,67.83,62.36,60.16,58.69,41.76,0.99,0.21,0.68,0.599,32.31
India,Kenya,1.28,48.64,9.61,19.62,1,19.98,0.2557,52.31,51.64,48.63,46.85,42.5,0.339,0.486,0.501,0.549,30.8
Japan,Nigeria,1219.84,154.53,7.75,2.45,0,27.82,339.3595,39.49,54.07,88.22,30.88,46.45,0.028,0.747,0.607,0.39,42.12
China,Mexico,75310.8,91.56,10.77,28.38,1,10.1,7606.3908,59.35,65.12,41.91,65.06,78.97,0.869,0.301,0.088,0.949,65.51
Germany,United Arab Emirates,11397.66,160.5,11.39,10.32,0,14.67,1672.0367,43.99,65.01,71.32,42.76,38.47,0.31,0.909,0.373,0.043,51.15
Spain,France,210.42,275.37,10.99,3.77,0,16.98,35.7293,86.75,45.4,54.11,54.18,57.47,0.296,0.233,0.683,0.074,48.09
India,United States,0.99,248.48,3.95,4.18,1,15.9,0.1574,57.23,77.03,74.74,32.53,63.77,0.167,0.995,0.342,0.28,19.6
Australia,Portugal,1014.52,252.99,9.93,19.93,1,13.51,137.0617,56.36,36.14,62.06,51.6,56.43,0.777,0.501,0.855,0.43,53.46
Poland,United Kingdom,13677.89,180.98,7.24,18.37,1,9.89,1352.7433,27.57,64.51,60.74,48.62,52.1,0.341,0.658,0.374,0.544,54.12
Japan,Argentina,1440.02,24.27,10.33,28.67,1,5.52,79.4891,54.9,42.98,41.11,66.93,17.71,0.929,0.275,0.652,0.631,59.23
Egypt,Australia,95751.94,135.18,3.05,24.97,1,6.64,6357.9288,47.53,57.07,63.39,51.73,18.19,0.546,0.1,0.897,0.671,62.49
South Africa,Ethiopia,74835.36,103.56,6.57,15.99,1,6.01,4497.6051,50.94,50.0,57.24,44.06,28.57,0.136,0.229,0.16,0.434,60.12
Singapore,Poland,9198.98,92.6,4.77,6.98,1,9.68,890.4613,71.95,63.77,50.19,48.65,77.76,0.369,0.081,0.251,0.355,53.13
Egypt,India,10.62,78.79,3.41,3.35,0,17.91,1.902,45.59,58.39,28.98,34.63,54.49,0.545,0.791,0.3,0.492,29.28
Poland,Mexico,1.5,256.3,10.89,7.57,1,18.03,0.2705,25.21,68.49,42.61,61.03,54.94,0.229,0.145,0.948,0.653,33.37
Portugal,Poland,99042.27,13.51,2.86,24.91,0,8.05,7972.9027,40.71,56.77,73.59,62.98,49.46,0.444,0.053,0.752,0.481,67.14
Singapore,Kenya,587523.97,91.29,2.09,10.58,1,7.98,46884.4128,35.37,54.14,70.37,42.88,78.67,0.746,0.787,0.225,0.636,64.78
United Kingdom,Russia,3951.54,151.72,1.28,26.02,0,25.67,1014.3603,49.31,60.16,34.86,57.24,72.36,0.472,0.169,0.391,0.291,54.84
Australia,Malaysia,175.17,139.05,1.51,16.75,1,10.32,18.0775,62.06,59.55,23.23,53.69,72.93,0.593,0.512,0.658,0.275,44.54
Japan,Indonesia,0.13,131.68,2.45,6.81,0,26.17,0.034,45.63,21.02,58.11,49.92,29.11,0.206,0.021,0.217,0.24,36.12
Italy,Ethiopia,9.32,82.94,3.64,6.0,1,9.92,0.9245,41.92,57.69,67.24,69.21,59.7,0.686,0.204,0.475,0.789,42.9
Spain,Thailand,1.4,36.03,4.03,4.49,1,14.34,0.2008,80.16,71.48,12.31,56.15,25.19,0.387,0.219,0.77,0.448,30.7
Germany,Switzerland,7.2,146.35,2.3,23.04,1,9.38,0.6754,72.33,49.15,39.12,43.27,21.8,0.409,0.906,0.531,0.949,33.57
Ireland,Germany,207.6,149.74,2.61,18.82,1,8.57,17.7913,58.36,65.82,41.34,46.65,54.77,0.672,0.929,0.212,0.3,40.96
India,United Kingdom,2195.42,137.26,8.18,13.7,0,26.32,577.8345,77.25,71.53,34.08,72.3,63.59,0.887,0.133,0.882,0.732,56.89
Egypt,Thailand,50.09,259.76,1.71,7.16,0,25.05,12.5475,21.44,47.9,35.17,62.28,38.16,0.916,0.794,0.597,0.985,46.72
Portugal,Poland,5802.98,41.47,6.29,11.21,0,11.52,668.5033,53.3,58.08,49.99,46.69,59.56,0.972,0.413,0.409,0.183,52.15
United Arab Emirates,Switzerland,223105.47,165.62,6.45,5.91,0,29.23,65213.7289,58.53,51.47,54.81,26.56,59.06,0.444,0.882,0.262,0.055,55.99
Colombia,United States,11443.87,278.89,3.74,4.63,0,26.2,2998.2939,35.72,57.58,47.18,42.82,44.96,0.429,0.541,0.029,0.079,52.67
Philippines,Thailand,389129.33,18.71,2.31,0.41,0,15.75,61287.8695,44.71,34.63,83.0,46.9,69.58,0.401,0.633,0.258,0.813,69.1
Canada,France,154236.3,172.91,4.95,7.83,0,12.83,19788.5173,47.5,46.33,54.46,51.96,47.36,0.148,0.928,0.968,0.664,66.11
Netherlands,South Africa,96879.24,124.57,3.73,24.35,1,10.3,9978.5617,39.64,58.21,44.18,36.11,69.83,0.472,0.06,0.66,0.254,56.04
Thailand,Poland,197554.57,142.77,3.91,27.84,0,8.56,16910.6712,72.47,65.36,44.59,67.44,69.01,0.624,0.212,0.641,0.054,69.21
Ethiopia,South Africa,4.21,156.57,10.43,7.58,0,28.85,1.2146,62.43,63.05,58.46,62.42,39.77,0.766,0.943,0.871,0.552,37.14
Brazil,South Africa,372456.0,81.56,5.93,2.01,0,9.18,34191.4608,52.91,49.74,41.29,35.06,57.12,0.333,0.42,0.15,0.729,61.22
Russia,Kenya,47004.38,211.58,11.89,13.87,0,20.92,9833.3163,40.32,58.55,24.59,43.33,58.4,0.905,0.81,0.718,0.006,56.77
Canada,Italy,314870.73,273.7,6.71,19.22,0,17.61,55448.7356,18.16,55.94,37.23,45.81,27.57,0.972,0.496,0.188,0.274,63.79
Australia,Argentina,5218.86,298.77,6.54,10.08,1,17.27,901.2971,41.9,73.46,44.15,72.28,66.66,0.879,0.719,0.992,0.934,59.0
Italy,China,151324.34,36.1,8.42,17.9,1,13.37,20232.0643,36.49,63.16,58.12,39.99,23.85,0.608,0.632,0.212,0.63,57.9
Argentina,Philippines,17.25,251.04,3.62,10.66,1,15.56,2.6841,80.26,80.17,31.21,60.62,64.41,0.475,0.528,0.545,0.89,36.62
Philippines,United Kingdom,1.05,119.51,9.12,1.05,1,4.35,0.0457,63.65,45.86,36.71,39.34,65.17,0.896,0.879,0.203,0.387,28.64
Malaysia,Japan,892.33,175.59,4.37,16.22,0,8.61,76.8296,67.58,46.34,57.21,33.1,55.52,0.771,0.78,0.275,0.137,43.65
France,Italy,12.81,85.11,7.83,15.43,1,21.71,2.7811,54.19,63.56,42.86,61.27,27.3,0.846,0.49,0.706,0.634,39.4
South Africa,Ethiopia,1.6,95.76,3.07,5.34,1,12.52,0.2003,28.71,63.05,60.8,34.19,50.76,0.069,0.337,0.083,0.159,23.83
Mexico,Colombia,117.6,118.11,4.91,18.31,0,10.16,11.9482,49.47,63.54,52.3,40.92,35.5,0.525,0.946,0.515,0.883,37.49
China,Kenya,7623.31,72.39,7.53,8.0,1,18.87,1438.5186,65.23,48.97,50.97,51.77,27.38,0.624,0.834,0.448,0.821,56.8
